fspace_hash,fsspace_hash,nfeatures,features,targets
-427208709,761732827,10,"{{-1.3862943611198906,-8.047189562170502,-1.3862943611198906,-4.811784454649316,-9.597641509456675,-0.7175764855574894,-11.806862931584517,-2.772588722239781,-0.5586983238359531,-0.20137569704042496}}",{4.890349128221754}
-433191473,988026224,7,"{{-15.68296677242696,-1.018046664056702,-2.3978952727983707,-2.4849066497880004,-12.367328027087364,-0.5976602103105778,-3.7737113717016606},{-14.959841313840421,-1.018046664056702,-2.3978952727983707,-2.4849066497880004,-12.367328027087364,-0.5976602103105778,-3.7737113717016606}}","{11.486437742133125,11.486437742133125}"
1869121075,-575074803,1,{{-11.806862931584517}},{0}
767041607,-822004093,18,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-2.890371757896165,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-2.839820495321409,-8.047189562170502,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-11.806862931584517}}",{6.731018100482083}
1869121075,-1470225773,6,"{{-11.806862931584517,-0.5689480668852999,-3.809165600500689,-0.5586983238359531,-9.597641509456675,-11.915384587863521}}",{3.6375861597263857}
-2012900128,1168056393,12,"{{-1.3862943611198906,-1.0124094052603678,-8.047189562170502,-1.3862943611198906,-9.597641509456675,-0.11055918996513683,-0.7175764855574894,-11.806862931584517,-2.772588722239781,-12.367328027087364,-0.09412907198595906,-0.20137569704042496}}",{5.996452088619021}
767041607,-1629134098,10,"{{-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-2.890371757896165,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-11.338786340583832,-8.047189562170502,-8.047189562170502}}",{5.429345628954441}
767041607,-724868870,17,"{{-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-2.890371757896165,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-2.839820495321409,-8.047189562170502,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-1.3862943611198906}}",{9.360483030405902}
-910079574,963923456,7,"{{-11.806862931584517,-0.20137569704042496,-12.367328027087364,-0.5586983238359531,-9.597641509456675,-1.018046664056702,-11.915384587863521}}",{1.6094379124341003}
1869121075,1808903646,8,"{{-11.806862931584517,-0.5689480668852999,-3.809165600500689,-0.5586983238359531,-9.597641509456675,-2.4849066497880004,-2.4849066497880004,-11.915384587863521}}",{2.3978952727983707}
1869121075,-484281179,8,"{{-11.806862931584517,-0.5689480668852999,-3.809165600500689,-0.5586983238359531,-9.597641509456675,-2.4849066497880004,-2.4849066497880004,-11.915384587863521}}",{7.628031126930335}
1869121075,-1678318933,10,"{{-11.806862931584517,-0.5689480668852999,-3.809165600500689,-4.727387818712341,-0.5586983238359531,-9.597641509456675,-2.4849066497880004,-4.727387818712341,-2.4849066497880004,-11.915384587863521}}",{2.70805020110221}
1869121075,1985327067,10,"{{-11.806862931584517,-0.5689480668852999,-3.809165600500689,-4.727387818712341,-0.5586983238359531,-9.597641509456675,-2.4849066497880004,-4.727387818712341,-2.4849066497880004,-11.915384587863521}}",{5.799092654460526}
1869121075,1155375562,11,"{{-4.558081010582819,-11.806862931584517,-0.5689480668852999,-3.809165600500689,-4.727387818712341,-0.5586983238359531,-9.597641509456675,-2.4849066497880004,-4.727387818712341,-2.4849066497880004,-11.915384587863521}}",{5.799092654460526}
1869121075,553676897,13,"{{-4.558081010582819,-11.806862931584517,-0.5689480668852999,-4.727387818712341,-3.809165600500689,-4.727387818712341,-0.5586983238359531,-9.597641509456675,-2.4849066497880004,-4.727387818712341,-4.727387818712341,-2.4849066497880004,-11.915384587863521}}",{5.799092654460526}
1869121075,1730495046,15,"{{-4.558081010582819,-11.806862931584517,-0.5689480668852999,-4.727387818712341,-12.367328027087364,-3.809165600500689,-4.727387818712341,-0.5586983238359531,-9.597641509456675,-2.4849066497880004,-1.018046664056702,-4.727387818712341,-4.727387818712341,-2.4849066497880004,-11.915384587863521}}",{4.31748811353631}
1869121075,-525683277,17,"{{-4.558081010582819,-11.806862931584517,-0.5689480668852999,-4.727387818712341,-12.367328027087364,-3.809165600500689,-4.727387818712341,-0.5586983238359531,-14.959841313840421,-9.597641509456675,-2.4849066497880004,-1.018046664056702,-4.727387818712341,-4.727387818712341,-14.959841313840421,-2.4849066497880004,-11.915384587863521}}",{2.70805020110221}
1869121075,1435800641,17,"{{-4.558081010582819,-11.806862931584517,-0.5689480668852999,-4.727387818712341,-12.367328027087364,-3.809165600500689,-4.727387818712341,-0.5586983238359531,-14.959841313840421,-9.597641509456675,-2.4849066497880004,-1.018046664056702,-4.727387818712341,-4.727387818712341,-14.959841313840421,-2.4849066497880004,-11.915384587863521}}",{2.70805020110221}
1869121075,1622229673,19,"{{-4.558081010582819,-11.806862931584517,-0.5689480668852999,-4.727387818712341,-1.3862943611198906,-12.367328027087364,-3.809165600500689,-1.3862943611198906,-4.727387818712341,-0.5586983238359531,-14.959841313840421,-9.597641509456675,-2.4849066497880004,-1.018046664056702,-4.727387818712341,-4.727387818712341,-14.959841313840421,-2.4849066497880004,-11.915384587863521}}",{2.70805020110221}
1693882415,1424907499,7,"{{-12.367328027087364,-0.36049219586979037,-1.3862943611198906,-7.1659907484709215,-1.018046664056702,-4.727387818712341,-4.727387818712341}}",{9.336708670790989}
767041607,323205371,14,"{{-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-2.890371757896165,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-2.839820495321409,-8.047189562170502,-8.047189562170502,-1.3862943611198906,-1.3862943611198906}}",{7.962415680121064}
-802871442,-1499553779,8,"{{-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818}}",{7.071573364211532}
-1991890117,-818049582,10,"{{-11.806862931584517,-3.4965075614664802,-1.3862943611198906,-3.7737113717016606,-1.3862943611198906,0,-14.959841313840421,-9.597641509456675,-1.460443378791355,-4.553194853978476}}",{10.036793919844353}
-1991890117,-216025102,12,"{{-11.806862931584517,-3.4965075614664802,-1.3862943611198906,-3.7737113717016606,-1.3862943611198906,-4.727387818712341,0,-14.959841313840421,-9.597641509456675,-1.460443378791355,-4.727387818712341,-4.553194853978476}}",{8.554488976159934}
-1991890117,475545115,12,"{{-11.806862931584517,-3.4965075614664802,-1.3862943611198906,-3.7737113717016606,-1.3862943611198906,-4.727387818712341,0,-14.959841313840421,-9.597641509456675,-1.460443378791355,-4.727387818712341,-4.553194853978476}}",{11.923378114589433}
-1991890117,2074389564,14,"{{-11.806862931584517,-4.727387818712341,-3.4965075614664802,-1.3862943611198906,-3.7737113717016606,-1.3862943611198906,-4.727387818712341,0,-14.959841313840421,-9.597641509456675,-1.460443378791355,-4.727387818712341,-4.727387818712341,-4.553194853978476}}",{11.923378114589433}
-1991890117,-876140172,16,"{{-1.3862943611198906,-11.806862931584517,-4.727387818712341,-3.4965075614664802,-1.3862943611198906,-3.7737113717016606,-1.3862943611198906,-4.727387818712341,0,-14.959841313840421,-9.597641509456675,-1.460443378791355,-4.727387818712341,-1.3862943611198906,-4.727387818712341,-4.553194853978476}}",{11.230933837846813}
-1991890117,634572742,18,"{{-1.3862943611198906,-11.806862931584517,-4.727387818712341,-3.4965075614664802,-1.3862943611198906,-3.7737113717016606,-1.3862943611198906,-4.727387818712341,0,-14.959841313840421,-9.597641509456675,-2.4849066497880004,-1.460443378791355,-4.727387818712341,-1.3862943611198906,-4.727387818712341,-2.4849066497880004,-4.553194853978476}}",{11.230933837846813}
-1991890117,-1974311713,20,"{{-1.3862943611198906,-11.806862931584517,-4.727387818712341,-3.4965075614664802,-1.3862943611198906,-12.367328027087364,-3.7737113717016606,-1.3862943611198906,-4.727387818712341,0,-14.959841313840421,-9.597641509456675,-2.4849066497880004,-1.018046664056702,-1.460443378791355,-4.727387818712341,-1.3862943611198906,-4.727387818712341,-2.4849066497880004,-4.553194853978476}}",{9.703083488191409}
-709484285,348141367,1,{{-12.855359365938275}},{0}
-1535781493,-236924716,7,"{{-0.20137569704042496,-4.727387818712341,-4.727387818712341,0,-0.2547736274222259,-0.25524763645019544,-3.5166088657455363}}",{12.898672176157266}
-1831240827,790060291,4,"{{-12.855361378348316,-2.4849066497880004,-3.7737113717016606,-2.3978952727983707}}",{13.129354879793079}
-1831240827,861023940,4,"{{-1.460443378791355,-2.4849066497880004,-3.7737113717016606,-2.3978952727983707}}",{13.12838918569997}
-1831240827,-755572798,5,"{{-14.959841313840421,-1.460443378791355,-2.4849066497880004,-3.7737113717016606,-2.3978952727983707}}",{13.087442685892364}
-1831240827,766964842,1,{{-13.082003775963914}},{0.6931471805599453}
-1831240827,1269160194,6,"{{-14.959841313840421,-1.460443378791355,-2.4849066497880004,-13.082003775963914,-3.7737113717016606,-2.3978952727983707}}",{13.721140536072966}
-1388255675,1596364027,7,"{{-1.3862943611198906,-0.6693004625906374,-10.708250642916408,-9.597641509456675,-13.082003775963914,-0.005012541823544286,-0.2876820724517809}}",{11.9497987967714}
-1388255675,1086971311,10,"{{-1.3862943611198906,-8.51857734899512,-0.6693004625906374,-10.708250642916408,-9.597641509456675,-0.11055918996513683,-13.082003775963914,-0.005012541823544286,-12.367328027087364,-0.2876820724517809}}",{8.460834457746854}
-1388255675,2079605169,10,"{{-1.3862943611198906,-8.51857734899512,-0.6693004625906374,-10.708250642916408,-9.597641509456675,-0.11055918996513683,-0.005012541823544286,-12.367328027087364,-0.09650049888764721,-0.2876820724517809}}",{8.327726166461412}
-1991890117,1556552730,5,"{{-11.806862931584517,-1.3862943611198906,-1.3862943611198906,-11.338786340583832,-9.597641509456675}}",{4.30406509320417}
1059189362,1596364027,7,"{{-1.3862943611198906,-0.6693004625906374,-10.708250642916408,-9.597641509456675,-13.082003775963914,-0.005012541823544286,-0.2876820724517809}}",{11.9497987967714}
1059189362,-1283198890,9,"{{-1.3862943611198906,-0.6693004625906374,-10.708250642916408,-9.597641509456675,-0.11055918996513683,-13.082003775963914,-0.005012541823544286,-12.367328027087364,-0.2876820724517809}}",{11.931240985057213}
1059189362,111428883,9,"{{-1.3862943611198906,-0.6693004625906374,-10.708250642916408,-9.597641509456675,-0.11055918996513683,-0.005012541823544286,-12.367328027087364,-0.09650049888764721,-0.2876820724517809}}",{11.762890093792699}
-709484285,485053629,3,"{{-11.806862931584517,-9.597641509456675,-13.782681534372943}}",{13.853184883769025}
-802871442,-1575275518,8,"{{-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818}}",{7.557994958530806}
-1991890117,-1863680296,5,"{{-11.806862931584517,-1.3862943611198906,-3.7737113717016606,-1.3862943611198906,-9.597641509456675}}",{7.633853559681768}
-1991890117,-1933605817,1,{{-2.4849066497880004}},{0}
767041607,-1648776120,11,"{{-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-2.890371757896165,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-0.7175764855574894,-2.839820495321409,-8.047189562170502,-8.047189562170502}}",{8.043342170441608}
767041607,1308033641,10,"{{-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-2.890371757896165,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-8.047189562170502}}",{6.761572768804055}
-802871442,-1675878039,13,"{{-0.09412907198595906,-1.3862943611198906,-0.8610071948870133,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-1.3862943611198906}}",{6.62273632394984}
1869121075,510800362,21,"{{-4.558081010582819,-1.3862943611198906,-11.806862931584517,-0.5689480668852999,-4.727387818712341,-1.3862943611198906,-12.367328027087364,-3.809165600500689,-1.3862943611198906,-4.727387818712341,-0.5586983238359531,-14.959841313840421,-9.597641509456675,-2.4849066497880004,-1.018046664056702,-4.727387818712341,-1.3862943611198906,-4.727387818712341,-14.959841313840421,-2.4849066497880004,-11.915384587863521}}",{2.70805020110221}
-1447599021,1617744820,1,"{{-4.681331503643807},{-1.018046664056702},{-3.146555129327789}}","{7.757906208351747,11.34855776873237,9.187583384853566}"
-675870913,-1261752446,8,"{{-12.367328027087364,-0.5976602103105778,-1.3862943611198906,-4.558081010582819,-7.1659907484709215,-2.890226317857671,-1.7739374185600167,-1.018046664056702}}",{4.04305126783455}
-1991890117,1386069782,6,"{{-11.806862931584517,-1.3862943611198906,-3.7737113717016606,-1.3862943611198906,-14.959841313840421,-9.597641509456675}}",{7.414572881350589}
-709484285,1101822505,4,"{{-11.806862931584517,-9.597641509456675,-15.242798338910262,-13.782681534372943}}",{13.853184883769025}
-709484285,-1902046982,3,"{{-11.806862931584517,-9.597641509456675,-13.782681534372943}}",{14.073933218352797}
-709484285,1946084729,2,"{{-11.806862931584517,-9.597641509456675}}",{15.995690022563991}
-337957417,-923587546,11,"{{-4.727387818712341,0,-1.018046664056702,-9.284597073387866,-9.173327476094075,-1.4276028485333916,-1.0132201384318322,-12.367328027087364,-1.7739374185600167,-0.3476424561194023,-4.727387818712341}}",{1.3862943611198906}
-337957417,921906072,12,"{{-4.727387818712341,0,-1.018046664056702,-3.9545826017063983,-9.284597073387866,-9.173327476094075,-1.4276028485333916,-1.0132201384318322,-12.367328027087364,-1.7739374185600167,-0.3476424561194023,-4.727387818712341}}",{4.605170185988092}
-337957417,-1164781038,13,"{{-4.727387818712341,-14.959841313840421,0,-1.018046664056702,-3.9545826017063983,-9.284597073387866,-9.173327476094075,-1.4276028485333916,-1.0132201384318322,-12.367328027087364,-1.7739374185600167,-0.3476424561194023,-4.727387818712341}}",{4.59511985013459}
-337957417,-48222585,1,{{-12.855359365938275}},{1.6094379124335174}
-337957417,1466655056,16,"{{-4.727387818712341,-14.959841313840421,0,-1.018046664056702,-3.9545826017063983,-9.210340371976182,-9.284597073387866,-9.173327476094075,-1.460443378791355,-1.4276028485333916,-1.0132201384318322,-12.367328027087364,-15.242798338910262,-1.7739374185600167,-0.3476424561194023,-4.727387818712341}}",{1.0986122886681098}
-1459678443,1436064599,10,"{{-9.727421389904682,-15.242798338910262,-1.3862943611198906,-9.210340371976182,-9.210340371976182,-0.5976602103105778,-8.517243192666278,-14.959841313840421,-0.00010000500033334732,-9.597641509456675}}",{2.833213344056216}
-433191473,1610111665,9,"{{-4.727387818712341,-14.959841313840421,-1.018046664056702,-2.3978952727983707,-2.4849066497880004,-1.460443378791355,-12.367328027087364,-3.7737113717016606,-4.727387818712341},{-4.727387818712341,-15.68296677242696,-1.018046664056702,-2.3978952727983707,-2.4849066497880004,-1.460443378791355,-12.367328027087364,-3.7737113717016606,-4.727387818712341}}","{14.812850998009038,14.812850998009038}"
-433191473,659457096,7,"{{-4.727387818712341,-1.018046664056702,-2.3978952727983707,-2.4849066497880004,-12.367328027087364,-3.7737113717016606,-4.727387818712341}}",{14.105947831361679}
-433191473,-1032745230,9,"{{-4.727387818712341,-1.018046664056702,-2.3978952727983707,-2.4849066497880004,-1.460443378791355,-12.367328027087364,-15.242798338910262,-3.7737113717016606,-4.727387818712341}}",{14.10497653830579}
-433191473,1833458231,10,"{{-4.727387818712341,-14.959841313840421,-1.018046664056702,-2.3978952727983707,-2.4849066497880004,-1.460443378791355,-12.367328027087364,-15.242798338910262,-3.7737113717016606,-4.727387818712341}}",{13.981739148154459}
-379958762,1472172547,4,"{{-9.727421389904682,-1.3862943611198906,-1.3862943611198906,-9.597641509456675}}",{13.393292397874728}
-170957705,896325859,8,"{{-2.3978952727983707,-3.4965075614664802,-3.4965075614664802,-2.4849066497880004,-1.460443378791355,-1.460443378791355,-15.242798338910262,-3.7737113717016606}}",{8.787525625532906}
-1459678443,209363081,5,"{{-9.727421389904682,-1.3862943611198906,-9.210340371976182,-0.5976602103105778,-9.597641509456675}}",{12.584358384964798}
-1459678443,-693738806,7,"{{-9.727421389904682,-15.242798338910262,-1.3862943611198906,-9.210340371976182,-9.210340371976182,-0.5976602103105778,-9.597641509456675}}",{3.4011973816621555}
-1622839981,209363081,5,"{{-9.504277838590472,-1.3862943611198906,-9.210340371976182,-0.5976602103105778,-9.597641509456675}}",{12.424902907973937}
-1622839981,274951360,8,"{{-9.504277838590472,-1.3862943611198906,-9.210340371976182,-0.5976602103105778,0,-3.2164300883999184,-14.959841313840421,-9.597641509456675}}",{8.830396801098097}
-1928826983,-144966395,3,"{{-9.597641509456675,-0.7175764855574894,-11.806862931584517}}",{7.067319848653476}
-1928826983,87218788,5,"{{-1.3862943611198906,-1.3862943611198906,-9.597641509456675,-0.7175764855574894,-11.806862931584517}}",{6.9584483932976555}
-1928826983,539779423,8,"{{-1.3862943611198906,-1.0124094052603678,-1.3862943611198906,-9.597641509456675,-0.11055918996513683,-0.7175764855574894,-11.806862931584517,-12.367328027087364}}",{6.045005314036012}
-1928826983,-127274577,9,"{{-1.3862943611198906,-1.0124094052603678,-1.3862943611198906,-4.598245343541251,-9.597641509456675,-0.11055918996513683,-0.7175764855574894,-11.806862931584517,-12.367328027087364}}",{7.504391559161238}
-2012900128,167771486,3,"{{-14.742975821546908,-0.09412907198595906,-0.20137569704042496}}",{0}
-575957182,1524573869,5,"{{-14.959841313840421,-10.708250642916408,-9.597641509456675,-1.8628594276924355,-3.7737113717016606}}",{7.850882664809852}
1904787667,-485308064,3,"{{0,-12.77974911711393,-3.463845852086962}}",{0.6931471805584221}
1869121075,-1321152401,1,{{-9.597641509456675}},{6.025865973825314}
-677260616,-880977400,9,"{{-1.3862943611198906,-0.5976602103105778,-1.9459101490553135,0,-1.9459101490553135,-7.1659907484709215,-1.3862943611198906,-1.3862943611198906,-3.8701886900470828}}",{6.42648845745769}
-677260616,228391087,10,"{{-1.3862943611198906,-0.5976602103105778,-1.9459101490553135,0,-1.9459101490553135,-7.1659907484709215,-1.3862943611198906,-1.3862943611198906,-3.8701886900470828,-11.806862931584517}}",{6.42648845745769}
-1678655183,105269133,9,"{{-10.420568570464626,-1.3862943611198906,-0.5976602103105778,-4.558081010582819,-12.367328027087364,-1.018046664056702,-7.1659907484709215,-1.3862943611198906,-9.597641509456675}}",{2.772588722239781}
-1678655183,1669359990,11,"{{-10.420568570464626,-1.3862943611198906,-0.5976602103105778,-4.727387818712341,-4.558081010582819,-12.367328027087364,-1.018046664056702,-7.1659907484709215,-1.3862943611198906,-4.727387818712341,-9.597641509456675}}",{2.772588722239781}
-575957182,1733660060,8,"{{-14.959841313840421,-10.708250642916408,-9.597641509456675,-3.4965075614664802,-1.460443378791355,-1.8628594276924355,-15.242798338910262,-3.7737113717016606}}",{5.19295685089021}
-575957182,1972715860,13,"{{-14.959841313840421,-10.708250642916408,0,-1.018046664056702,-9.597641509456675,-3.4965075614664802,-1.460443378791355,-1.8628594276924355,-3.7737113717016606,-4.727387818712341,-12.367328027087364,-3.463845852086962,-4.727387818712341}}",{5.616771097666572}
-379958762,-1194921629,7,"{{-9.727421389904682,-1.3862943611198906,-1.3862943611198906,-8.517243192666278,-14.959841313840421,-0.00010000500033334732,-9.597641509456675},{-9.727421389904682,-1.3862943611198906,-1.3862943611198906,-8.517243192666278,-10.743195326202532,-0.00010000500033334732,-11.806862931584517}}","{3.4965075614664802,3.4965075614664802}"
-1678655183,-1137915695,7,"{{-10.420568570464626,-1.3862943611198906,-0.5976602103105778,-4.558081010582819,-7.1659907484709215,-1.3862943611198906,-9.597641509456675}}",{2.772588722239781}
-1678655183,-1353761572,7,"{{-10.420568570464626,-1.3862943611198906,-0.5976602103105778,-4.558081010582819,-7.1659907484709215,-1.3862943611198906,-9.597641509456675}}",{2.772588722239781}
-802871442,228602356,8,"{{-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818}}",{9.865785685352117}
-575957182,-1235067240,5,"{{-14.959841313840421,-10.708250642916408,-9.597641509456675,-1.8628594276924355,-3.7737113717016606}}",{9.623707509980202}
-802871442,-1092898968,10,"{{-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.890371757896165,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502}}",{9.692087278241505}
-379958762,678387565,8,"{{-9.727421389904682,-1.3862943611198906,-15.242798338910262,-1.3862943611198906,-8.517243192666278,-14.959841313840421,-0.00010000500033334732,-9.597641509456675},{-9.727421389904682,-1.3862943611198906,-15.242798338910262,-1.3862943611198906,-8.517243192666278,-10.743195326202532,-0.00010000500033334732,-11.806862931584517}}","{3.4965075614664802,3.4965075614664802}"
-379958762,-1516949981,9,"{{-9.727421389904682,-1.3862943611198906,-15.242798338910262,-1.3862943611198906,-0.09650049888764721,-8.517243192666278,-14.959841313840421,-0.00010000500033334732,-9.597641509456675},{-9.727421389904682,-1.3862943611198906,-15.242798338910262,-1.3862943611198906,-0.09650049888764721,-8.517243192666278,-10.743195326202532,-0.00010000500033334732,-11.806862931584517}}","{3.4965075614664802,3.4965075614664802}"
1869121075,-1234409793,7,"{{-4.558081010582819,-11.806862931584517,-0.5689480668852999,-3.809165600500689,-0.5586983238359531,-9.597641509456675,-11.915384587863521}}",{3.6375861597263857}
1869121075,-7417103,9,"{{-4.558081010582819,-11.806862931584517,-0.5689480668852999,-3.809165600500689,-0.5586983238359531,-9.597641509456675,-2.4849066497880004,-2.4849066497880004,-11.915384587863521}}",{2.3978952727983707}
-1622839981,-1724801137,9,"{{-9.504277838590472,-15.242798338910262,-1.3862943611198906,-9.210340371976182,-0.5976602103105778,0,-3.2164300883999184,-14.959841313840421,-9.597641509456675}}",{8.830396801098097}
-802871442,1699533632,13,"{{-0.6931471805599453,-0.6931471805599453,-2.772588722239781,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-1.3862943611198906}}",{8.989943046329998}
1904787667,73128463,7,"{{0,-1.018046664056702,-12.252346772808858,-1.8628594276924355,-9.894446807883979,-3.463845852086962,-9.284597073387866}}",{1.6094379124341003}
1904787667,-932943088,9,"{{0,-1.018046664056702,-12.252346772808858,-1.8628594276924355,-4.727387818712341,-9.894446807883979,-3.463845852086962,-4.727387818712341,-9.284597073387866}}",{1.6094379124341003}
1904787667,-2095680862,10,"{{0,-1.018046664056702,-12.252346772808858,-1.8628594276924355,-3.7737113717016606,-4.727387818712341,-9.894446807883979,-3.463845852086962,-4.727387818712341,-9.284597073387866}}",{4.8283137373023015}
1904787667,-1188511292,11,"{{-14.959841313840421,0,-1.018046664056702,-12.252346772808858,-1.8628594276924355,-3.7737113717016606,-4.727387818712341,-9.894446807883979,-3.463845852086962,-4.727387818712341,-9.284597073387866}}",{4.804021044733257}
-802871442,-2062043948,14,"{{-0.09412907198595906,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.890371757896165,-0.8610071948870133,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-8.047189562170502,-1.3862943611198906}}",{9.618668045697824}
1904787667,1217747202,14,"{{-14.959841313840421,0,-1.018046664056702,-12.252346772808858,-3.4965075614664802,-1.460443378791355,-1.8628594276924355,-15.242798338910262,-3.7737113717016606,-4.727387818712341,-9.894446807883979,-3.463845852086962,-4.727387818712341,-9.284597073387866}}",{5.087596335232384}
-910079574,1200483601,9,"{{-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-1.3862943611198906,-1.3862943611198906,-0.5586983238359531,-9.597641509456675,-1.3862943611198906,-11.915384587863521}}",{3.091042453358316}
767041607,-80376432,14,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-2.772588722239781,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-8.047189562170502,-1.0124094052603678,-12.367328027087364}}",{5.697093486505405}
-802871442,1305584617,11,"{{-0.09412907198595906,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-2.890371757896165,-0.8610071948870133,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-8.047189562170502,-8.047189562170502}}",{5.187385805840755}
-802871442,-1479662695,3,"{{-0.11055918996513683,-1.0124094052603678,-12.367328027087364}}",{0}
767041607,-1763621752,18,"{{-0.09412907198595906,-1.3862943611198906,-1.3862943611198906,-11.806862931584517,-1.3862943611198906,-0.20137569704042496,-5.298317366548036,-5.298317366548036,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-0.7175764855574894,-2.839820495321409,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-1.3862943611198906,-11.806862931584517}}",{6.610696044717759}
-1982073024,1316647720,2,"{{-1.018046664056702,-12.367328027087364}}",{13.958569667400754}
-1982073024,-708420714,4,"{{-11.806862931584517,-1.018046664056702,-9.597641509456675,-12.367328027087364}}",{14.85668968917151}
-802871442,1828005646,16,"{{-11.806862931584517,-0.6931471805599453,-0.6931471805599453,-1.3862943611198906,-1.3862943611198906,-0.11055918996513683,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7175764855574894,-4.707678616916818,-1.0124094052603678,-12.367328027087364,-1.3862943611198906,-1.3862943611198906,-11.806862931584517}}",{6.1675164908883415}
-910079574,-513035799,5,"{{-11.806862931584517,-0.20137569704042496,-0.5586983238359531,-9.597641509456675,-11.915384587863521}}",{3.091042453358316}
-910079574,2040698796,7,"{{-11.806862931584517,-0.20137569704042496,-1.3862943611198906,-1.3862943611198906,-0.5586983238359531,-9.597641509456675,-11.915384587863521}}",{3.091042453358316}
-910079574,942703910,13,"{{-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-1.3862943611198906,-12.367328027087364,-1.3862943611198906,-0.5586983238359531,0,-9.597641509456675,-1.018046664056702,-1.3862943611198906,-4.553194853978476,-11.915384587863521}}",{2.302585092994046}
-910079574,-451445674,14,"{{-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-1.3862943611198906,-12.367328027087364,-3.809165600500689,-1.3862943611198906,-0.5586983238359531,0,-9.597641509456675,-1.018046664056702,-1.3862943611198906,-4.553194853978476,-11.915384587863521}}",{5.940171252720432}
-910079574,-226336409,17,"{{-15.242798338910262,-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-3.4965075614664802,-1.3862943611198906,-12.367328027087364,-3.809165600500689,-1.3862943611198906,-0.5586983238359531,0,-9.597641509456675,-1.018046664056702,-1.460443378791355,-1.3862943611198906,-4.553194853978476,-11.915384587863521}}",{2.302585092994046}
-910079574,626172504,19,"{{-15.242798338910262,-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-3.4965075614664802,-1.3862943611198906,-12.367328027087364,-3.809165600500689,-1.3862943611198906,-0.5586983238359531,0,-9.597641509456675,-2.4849066497880004,-1.018046664056702,-1.460443378791355,-1.3862943611198906,-2.4849066497880004,-4.553194853978476,-11.915384587863521}}",{2.302585092994046}
-910079574,966471468,20,"{{-1.3862943611198906,-11.806862931584517,-0.20137569704042496,-4.727387818712341,-3.4965075614664802,-1.3862943611198906,-12.367328027087364,-3.809165600500689,-1.3862943611198906,-0.5586983238359531,0,-9.597641509456675,-2.4849066497880004,-1.018046664056702,-1.460443378791355,-4.727387818712341,-1.3862943611198906,-2.4849066497880004,-4.553194853978476,-11.915384587863521}}",{7.396335293800808}
