query_hash,execution_time_with_aqo,execution_time_without_aqo,planning_time_with_aqo,planning_time_without_aqo,cardinality_error_with_aqo,cardinality_error_without_aqo,executions_with_aqo,executions_without_aqo
-1474014691,"{9.288500000000002e-05,0.00011483700000000001,9.944800000000024e-05,9.269599999999975e-05,9.466999999999982e-05,9.905699999999962e-05,9.771499999999995e-05,9.954800000000008e-05,9.62929999999999e-05,9.684400000000001e-05,9.757499999999992e-05,9.42079999999997e-05,9.687399999999983e-05,9.821599999999993e-05,9.654299999999972e-05,9.834699999999993e-05,0.00012172000000000007,9.757499999999992e-05,9.2726e-05,9.124299999999997e-05}",{},"{0.003144232,0.003175003,0.003041322,0.003061883,0.003115717,0.003061507,0.003059785,0.003011765,0.003085977,0.003032747,0.003023601,0.003051895,0.003045312,0.002993986,0.003111509,0.00306454,0.00354874,0.003011892,0.002978558,0.003020048}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},271,0
-136549094,"{0.00010534899999999981,0.00013589700000000027,0.00010792400000000013,0.00010659199999999997,0.00010374699999999995,0.00010416700000000006,0.00010977800000000005,0.00010053999999999966,0.00010304499999999996,0.00013148900000000026,0.00010378700000000015,0.00010512900000000025,0.00010466899999999994,0.00010426799999999981,0.00010957799999999993,0.00011439700000000002,0.00010792500000000003,0.00013102800000000005,0.00010384700000000023,0.00010718299999999984}",{},"{0.002919647,0.003213476,0.002900437,0.00289602,0.003245743,0.003249604,0.002929368,0.002881718,0.003220512,0.002987451,0.002929081,0.002916799,0.002872475,0.002904105,0.002957107,0.003116058,0.002899248,0.00286855,0.002874491,0.002932982}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},271,0
805774395,"{0.163683819,0.164469349,0.162236871,0.165049158,0.164712603,0.163170453,0.161934917,0.163581072,0.162322917,0.16161178999999998,0.16341647299999998,0.16396340799999998,0.163636412,0.163970894,0.163408003,0.163630395,0.165264864,0.16410469,0.164535421,0.163973268}",{},"{0.002913325,0.002945669,0.003618595,0.003200777,0.003003405,0.002977418,0.002972069,0.002991577,0.002983723,0.003366309,0.003013802,0.003140192,0.003001811,0.002991692,0.00298561,0.002962458,0.003233421,0.003021981,0.003020729,0.003226659}",{},"{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}",{},271,0
-709484285,"{0.19458381200000002,0.692481223,0.192511795,0.7727390949999999,0.194968466,0.71231846,0.19569283799999998,0.818596713,0.195420334,0.684250286,0.193288412,0.8176817679999999,0.19442936000000002,0.7799908240000001,0.195138386,0.734941896,0.195679151,0.805188402,0.195312492,0.698293878}",{},"{0.014276354,0.014763016,0.014348955,0.01473078,0.014671139,0.01474022,0.014603143,0.015491788,0.014448703,0.014678239,0.014232084,0.014684153,0.014400065,0.014811866,0.014578204,0.015088102,0.014423072,0.014606589,0.014298907,0.015014284}",{},"{0.013842624318549627,0.07596228554589099,0.013842624318549627,0.07596228554589099,0.013842624318549627,0.07596228554589099,0.013842624318549627,0.07596228554589099,0.013842624318549627,0.07596228554589099,0.013842624318549627,0.07596228554589099,0.013842624318549627,0.07596228554589099,0.013842624318549627,0.07596228554589099,0.013842624318549627,0.07596228554589099,0.013842624318549627,0.07596228554589099}",{},540,0
855414531,"{0.027892738,0.028180580999999996,0.027698786000000003,0.029839046,0.027793657,0.027750240999999995,0.028039894000000003,0.027938064,0.027741093,0.027538778,0.028172947999999996,0.028181101,0.027617369000000003,0.02757835,0.028690133,0.02819025,0.028159194,0.027879547000000005,0.028680358000000003,0.027764975000000004}",{},"{0.031934853,0.032764935,0.031955775,0.03313901,0.031883475,0.032114884,0.032164134,0.033001384,0.032935271,0.032530226,0.031868802,0.032957494,0.031952146,0.032716571,0.033716443,0.033252908,0.033334388,0.03291175,0.033133894,0.032072685}",{},"{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}",{},270,0
1644873975,"{1.0369707670000001,1.034187843,1.0380165799999999,1.022507772,1.028760396,1.04863975,1.0324710080000001,1.028193259,1.046362083,1.029143733,1.027494967,1.021686034,1.025850962,1.0252548369999999,1.0172174489999999,1.037372119,1.036254419,1.022534434,1.038378858,1.03926296}",{},"{0.062436757,0.062921066,0.062364078,0.061534738,0.062470129,0.062534397,0.063014518,0.061762344,0.063465514,0.062426045,0.06215007,0.061805684,0.061795858,0.062130425,0.062221998,0.062508089,0.063311771,0.061942552,0.063101035,0.06282645}",{},"{1.243271032252587,1.243271032252587,1.243271032252587,1.243271032252587,1.243271032252587,1.243271032252587,1.243271032252587,1.243271032252587,1.243271032252587,1.243271032252587,1.243271032252587,1.243271032252587,1.243271032252587,1.243271032252587,1.243271032252587,1.243271032252587,1.243271032252587,1.243271032252587,1.243271032252587,1.243271032252587}",{},270,0
-42908418,"{0.280611936,0.285649904,0.284123744,0.285242422,0.285196633,0.284599786,0.283282302,0.287017327,0.28479770800000004,0.284461559,0.283042757,0.28635580099999997,0.286061429,0.283655836,0.28544323299999996,0.284767245,0.282926772,0.28419521000000003,0.286182716,0.28697276}",{},"{0.017904329,0.017818876,0.017817621,0.017502067,0.017920392,0.017559821,0.018108138,0.017830621,0.017752479,0.017863236,0.01807867,0.018016175,0.01791098,0.01766117,0.017805306,0.017987184,0.017724859,0.018105864,0.01761214,0.017874117}",{},"{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}",{},270,0
-575957182,"{0.18944559299999997,0.1907741839999999,0.18011877900000006,0.18925249500000008,0.18342141299999992,0.1892524969999999,0.18255983600000003,0.184313748,0.18937873300000008,0.18086219700000006,0.18847950300000005,0.18809655399999992,0.1842499139999999,0.18495361100000007,0.188772622,0.185261652,0.183120454,0.18591239799999992,0.18945657699999996,0.1903836}",{},"{0.930113514,0.937847525,0.931324185,0.937713445,0.936885512,0.936052362,0.937632195,0.931934068,0.932181025,0.936513869,0.934477908,0.933684876,0.931475237,0.940525149,0.934257198,0.958337428,0.961434849,0.953006239,0.959354275,0.962904085}",{},"{0.0779025856186111,0.0779025856186111,0.0779025856186111,0.0779025856186111,0.0779025856186111,0.0779025856186111,0.0779025856186111,0.0779025856186111,0.0779025856186111,0.0779025856186111,0.0779025856186111,0.0779025856186111,0.0779025856186111,0.0779025856186111,0.0779025856186111,0.0779025856186111,0.0779025856186111,0.0779025856186111,0.0779025856186111,0.0779025856186111}",{},270,0
486465572,"{9.673300000000032e-05,0.00010927700000000007,0.0001274309999999999,0.00010631200000000033,0.00010234399999999987,0.00010643200000000005,0.00017880799999999992,0.0001017030000000003,0.00010194300000000017,0.00010918699999999974,9.666299999999987e-05,0.00010050999999999984,0.00011433699999999995,0.00011777300000000027,0.00010518899999999989,9.705400000000006e-05,0.00010050100000000024,0.00010000899999999986,0.00010119199999999995,9.997e-05}",{},"{0.003131939,0.003154704,0.003275936,0.003215835,0.003164369,0.003134695,0.003162039,0.003107577,0.003430379,0.003191648,0.003103743,0.003146214,0.003083976,0.003125906,0.00323331,0.003385088,0.003155944,0.00313759,0.003177787,0.003144062}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},271,0
-13341954,"{0.00013710899999999984,0.00014159700000000025,0.00016216600000000005,0.00014413299999999941,0.0001485810000000018,0.00014376199999999867,0.0001425300000000001,0.00014144800000000235,0.00014119800000000036,0.0001474990000000006,0.00015348099999999872,0.00014823099999999867,0.00016111599999999934,0.00014283100000000298,0.00014600700000000008,0.0001445040000000019,0.00014071699999999854,0.00013779099999999996,0.00014600700000000008,0.00014926300000000017}",{},"{0.01546896,0.01568253,0.015432401,0.015285526,0.015659494,0.015618796,0.015476556,0.016200944,0.015333247,0.015478859,0.015590715,0.015488635,0.01550512,0.015678822,0.015402932,0.015529665,0.015304219,0.015550678,0.015444619,0.015445412}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},270,0
-1584360744,"{0.20983247,0.210008699,0.21068922899999998,0.211323371,0.210755293,0.210560843,0.209043311,0.21059016800000002,0.211680137,0.210639268,0.209539748,0.21009805199999998,0.21132832099999999,0.210770837,0.2110904,0.21007703,0.21011032100000002,0.209685931,0.209401872,0.21187572200000002}",{},"{0.020182161,0.020608188,0.020245581,0.020118427,0.020508079,0.02007419,0.02088167,0.02038088,0.020581218,0.020399,0.020099058,0.020268574,0.020370993,0.020347111,0.020744339,0.020127533,0.020253313,0.020130262,0.020471602,0.02012181}",{},"{0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0}",{},270,0
767041607,"{0.02802918099999996,0.02839652199999998,0.028138379000000047,0.028287410999999985,0.028208840999999873,0.028330366999999912,0.028517314999999988,0.028480286999999826,0.02847781199999999,0.028543546000000086,0.02821478200000005,0.0284305370000002,0.02838718100000004,0.028395781999999814,0.028292702000000114,0.028463579999999933,0.028445368999999943,0.028536995999999926,0.028456054000000064,0.028990089000000108}",{},"{1.138443413,1.137426568,1.137979471,1.140181012,1.153154924,1.139924686,1.143868169,1.142256895,1.143961209,1.144099247,1.1372560489999999,1.144393525,1.136125584,1.138992669,1.138343951,1.142532472,1.144337744,1.1442562,1.134322887,1.149799249}",{},"{1.3097278136541317,1.3097278136541317,1.3097278136541317,1.3097278136541317,1.3097278136541317,1.3097278136541317,1.3097278136541317,1.3097278136541317,1.3097278136541317,1.3097278136541317,1.3097278136541317,1.3097278136541317,1.3097278136541317,1.3097278136541317,1.3097278136541317,1.3097278136541317,1.3097278136541317,1.3097278136541317,1.3097278136541317,1.3097278136541317}",{},270,0
-1172346037,"{0.0001584599999999714,0.00016685600000010403,0.0001597520000000685,0.0001699920000000077,0.00016839900000009678,0.0001794200000000412,0.0001656729999999218,0.00016807799999996043,0.00016048400000001628,0.00016763799999996998,0.00016357000000000177,0.00016053399999993445,0.00016813800000003987,0.00017071400000001624,0.0001606249999999143,0.00015958299999985215,0.00016181699999995303,0.00015921200000001967,0.00015991300000006703,0.00016555399999984566}",{},"{1.145792957,1.1455631689999999,1.138845245,1.146661972,1.148652243,1.141607565,1.135951281,1.146644531,1.138106918,1.15181315,1.146098316,1.143999781,1.138141571,1.139035262,1.135967012,1.14572011,1.144026915,1.134789616,1.138696467,1.151751796}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},270,0
-744793937,"{1.610959093,1.605925955,1.611689161,1.609221735,1.613984023,1.597204915,1.609326989,1.604635979,1.6021277800000002,1.612562777,1.603904049,1.6051056400000001,1.604983452,1.607152537,1.6057939159999999,1.609522269,1.609086038,1.606023291,1.6093612119999998,1.608830219}",{},"{0.003243139,0.003166667,0.003406464,0.003141074,0.003224333,0.003376023,0.003155176,0.003349185,0.003502607,0.003377,0.003187842,0.003433067,0.003193504,0.00319621,0.003219684,0.003302332,0.003174319,0.003394638,0.003278558,0.003327671}",{},"{0.008389728056460606,0.008389728056460606,0.008389728056460606,0.008389728056460606,0.008389728056460606,0.008389728056460606,0.008389728056460606,0.008389728056460606,0.008389728056460606,0.008389728056460606,0.008389728056460606,0.008389728056460606,0.008389728056460606,0.008389728056460606,0.008389728056460606,0.008389728056460606,0.008389728056460606,0.008389728056460606,0.008389728056460606,0.008389728056460606}",{},271,0
745119049,"{0.00016199600000000106,0.00017572199999999968,0.00017833699999999716,0.00017486100000000185,0.00016838899999999796,0.0001653729999999999,0.00017200599999999885,0.00016792799999999775,0.00016857899999999856,0.00016964199999999763,0.00017239700000000122,0.0001788190000000002,0.00016437099999999996,0.00017232600000000042,0.00017357999999999957,0.00016587399999999988,0.00016711700000000135,0.00016761799999999785,0.00016921100000000244,0.0001687000000000008}",{},"{0.026894404,0.02705267,0.027490882,0.027374783,0.027016022,0.027277373,0.027194268,0.027477607,0.026851361,0.027172488,0.027111009,0.027124402,0.02705169,0.027229772,0.02749066,0.026887802,0.027180931,0.027080163,0.027230129,0.027603779}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},270,0
31318540,"{0.22006466500000002,0.152598982,0.221229936,0.150248582,0.21951495899999998,0.15128049999999998,0.220592571,0.150474738,0.21849086,0.151759056,0.21751033,0.148923931,0.218903907,0.149759812,0.219856846,0.15221441200000002,0.217948176,0.150060541,0.220228106,0.146849402}",{},"{0.003454998,0.003484283,0.003482291,0.003700965,0.003688091,0.003458917,0.003536054,0.003401348,0.003435825,0.003798362,0.003551785,0.003423751,0.00349111,0.003428972,0.003503575,0.003456996,0.003510698,0.003444883,0.003553329,0.003402924}",{},"{0.06072707848534106,0.006350934871105373,0.06072707848534106,0.006350934871105373,0.06072707848534106,0.006350934871105373,0.06072707848534106,0.006350934871105373,0.06072707848534106,0.006350934871105373,0.06072707848534106,0.006350934871105373,0.06072707848534106,0.006350934871105373,0.06072707848534106,0.006350934871105373,0.06072707848534106,0.006350934871105373,0.06072707848534106,0.006350934871105373}",{},542,0
1885452382,"{0.00011856399999999982,0.00010746399999999982,9.291599999999975e-05,9.911700000000013e-05,0.00012107000000000003,0.00011158100000000035,9.87169999999999e-05,0.00011702200000000005,9.8758e-05,9.245599999999988e-05,9.31259999999998e-05,0.00011483700000000001,9.024100000000002e-05,9.505000000000017e-05,9.62430000000002e-05,9.408899999999989e-05,9.755500000000004e-05,9.569099999999975e-05,0.00010190400000000032,9.475000000000022e-05}",{},"{0.003409623,0.003424414,0.00312945,0.003124142,0.003423039,0.003202844,0.003282878,0.003407405,0.003109121,0.003397067,0.003408541,0.003333198,0.003098734,0.003108293,0.003142608,0.003082164,0.003150094,0.003092525,0.003180602,0.003102013}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},271,0
-1679161135,"{0.00015241799999999792,0.00015634500000000218,0.00017508100000000054,0.00015398100000000095,0.00014906200000000015,0.00014332199999999955,0.00014255899999999697,0.00014776999999999846,0.0001633799999999977,0.00014318099999999917,0.00015170699999999745,0.00014307200000000103,0.00014538599999999735,0.0001493029999999982,0.0001488619999999996,0.000143041,0.0001447449999999982,0.00014886200000000308,0.00016114499999999796,0.00014358200000000147}",{},"{0.016195362,0.016183587,0.016079274,0.016129933,0.015622875,0.015417736,0.01582222,0.015628961,0.015905451,0.015862997,0.015984541,0.015924431,0.015734395,0.015585085,0.01591857,0.016148558,0.015581014,0.015847431,0.016015311,0.015611907}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},270,0
1595905862,"{2.099792076,0.06708319700000001,2.122419382,0.067710773,2.110012559,0.06784338899999999,2.112557401,0.067981862,2.11146095,0.06676118800000001,2.1037387819999998,0.065958025,2.108357618,0.068475266,2.1075617739999997,0.065778078,2.1143288350000002,0.06708272800000001,2.1118363029999996,0.06785670099999999}",{},"{0.004152269,0.004533872,0.004145839,0.004610408,0.004140178,0.004608836,0.00412469,0.004533014,0.004290214,0.005021561,0.004145992,0.005130208,0.004126265,0.004534478,0.004251963,0.004581879,0.004140813,0.004551432,0.004436173,0.004728488}",{},"{-1,0.00010651004427085876,-1,0.00010651004427085876,-1,0.00010651004427085876,-1,0.00010651004427085876,-1,0.00010651004427085876,-1,0.00010651004427085876,-1,0.00010651004427085876,-1,0.00010651004427085876,-1,0.00010651004427085876,-1,0.00010651004427085876}",{},540,0
1295382976,"{0.0002320100000000047,0.0002106789999999914,0.0002219110000000052,0.00022022800000000287,0.0002221609999999985,0.00022127900000000478,0.00022382399999999747,0.0002239140000000056,0.00023044699999999474,0.00023018599999999334,0.00023120799999999664,0.0002343239999999941,0.00021403600000000078,0.00022780199999999917,0.00022763200000000539,0.00022587800000001268,0.0002147779999999988,0.0002222010000000052,0.00022599800000000503,0.00022822299999999962}",{},"{0.078338721,0.078572785,0.078619072,0.078066675,0.078385527,0.077781011,0.078330307,0.078947016,0.077896246,0.07834604,0.078117588,0.078442524,0.077832526,0.07807722,0.078181537,0.078127544,0.077993627,0.077866376,0.078388102,0.078554358}",{},"{-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1}",{},540,0
-885811873,"{2.45688978,2.439559381,2.451321758,2.2893141719999996,2.479132662,2.283886802,2.455417846,2.2816282909999996,2.448382682,2.2822849780000003,2.46845116,2.292807222,2.44757388,2.277953608,2.468294974,2.2666113930000003,2.450282514,2.278325164,2.6240524279999997,2.41047898}",{},"{0.008114157,0.008088308,0.008389851,0.008659332,0.008499621,0.007937476,0.008395946,0.008023371,0.008134943,0.00804349,0.00821146,0.008335174,0.008322812,0.007974862,0.008241268,0.0080579,0.008543181,0.008058191,0.008189701,0.00854213}",{},"{0.2205563164477515,1.1281447619588165,0.2205563164477515,1.1281447619588165,0.2205563164477515,1.1281447619588165,0.2205563164477515,1.1281447619588165,0.2205563164477515,1.1281447619588165,0.2205563164477515,1.1281447619588165,0.2205563164477515,1.1281447619588165,0.2205563164477515,1.1281447619588165,0.2205563164477515,1.1281447619588165,0.2205563164477515,1.1281447619588165}",{},540,0
-1447599021,"{0.229633866,0.227410371,0.206806242,0.356349767,0.230678354,0.227631086,0.20670850200000002,0.353917347,0.229688841,0.227513987,0.20650913399999998,0.359560643,0.231549109,0.226241574,0.206320885,0.357133132,0.231694913,0.228250601,0.20764090400000002,0.356648029}",{},"{0.003167907,0.003684767,0.00367564,0.003742677,0.003445654,0.003956102,0.003688113,0.004010314,0.00315873,0.003663958,0.003681181,0.003718302,0.00316906,0.003723962,0.003789657,0.003762956,0.003154884,0.003892643,0.003640404,0.003725505}",{},"{0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0,0,0,-1,0}",{},1084,0
-1678655183,"{0.03610656799999999,0.035804764,0.03625605900000001,0.036578626,0.036052104,0.03654207200000001,0.036333776,0.036467353999999993,0.03643489700000001,0.036426793,0.036266399000000005,0.03587864299999999,0.036523204000000004,0.036204094000000006,0.036384122000000005,0.03642572599999999,0.03637802,0.03605307799999999,0.03627678599999999,0.036454926}",{},"{0.072755862,0.073254586,0.073120046,0.072874037,0.073128305,0.073041263,0.072782439,0.073178461,0.072471578,0.073701262,0.072899745,0.072941633,0.07275864,0.072926352,0.072870889,0.073339808,0.07373149,0.072579052,0.073129914,0.073417275}",{},"{0.09266238805025301,0.09266238805025301,0.09266238805025301,0.09266238805025301,0.09266238805025301,0.09266238805025301,0.09266238805025301,0.09266238805025301,0.09266238805025301,0.09266238805025301,0.09266238805025301,0.09266238805025301,0.09266238805025301,0.09266238805025301,0.09266238805025301,0.09266238805025301,0.09266238805025301,0.09266238805025301,0.09266238805025301,0.09266238805025301}",{},270,0
-680379475,"{0.009618355,0.026110442,0.028376441999999998,0.009411785,0.026139089,0.028829454999999997,0.009359868,0.026651876,0.028686767999999998,0.009520723,0.02650994,0.02879693,0.009318862,0.026198542000000002,0.029188945999999997,0.009718691,0.02646025,0.028626652000000002,0.009536697,0.026291181}",{},"{0.003887851,0.003440393,0.003644169,0.003837617,0.00340141,0.003717048,0.004030001,0.003311539,0.0036812,0.003882883,0.003505989,0.003821126,0.003913671,0.003270903,0.003468187,0.003873205,0.003514976,0.003795227,0.003862595,0.003331448}",{},"{0.14309492092295978,0.07212079897399054,0.07212079897399054,0.14309492092295978,0.07212079897399054,0.07212079897399054,0.14309492092295978,0.07212079897399054,0.07212079897399054,0.14309492092295978,0.07212079897399054,0.07212079897399054,0.14309492092295978,0.07212079897399054,0.07212079897399054,0.14309492092295978,0.07212079897399054,0.07212079897399054,0.14309492092295978,0.07212079897399054}",{},813,0
-2097581810,"{0.429686091,0.428655212,0.43132042800000003,0.427897489,0.42170120699999997,0.42793833000000003,0.42687852699999995,0.42815176099999996,0.42782773799999996,0.42718673,0.429729749,0.428840706,0.42666490900000004,0.429137762,0.428687731,0.427195656,0.42859725,0.42783791800000004,0.42915234199999996,0.425098801}",{},"{0.028972076,0.029006372,0.02912338,0.028882126,0.028665908,0.028873718,0.028630833,0.029369756,0.028872987,0.029743195,0.028782072,0.029440337,0.029297594,0.029061321,0.029285081,0.02879659,0.028676325,0.0287091,0.028574668,0.028858499}",{},"{0.016922474850104754,0.016922474850104754,0.016922474850104754,0.016922474850104754,0.016922474850104754,0.016922474850104754,0.016922474850104754,0.016922474850104754,0.016922474850104754,0.016922474850104754,0.016922474850104754,0.016922474850104754,0.016922474850104754,0.016922474850104754,0.016922474850104754,0.016922474850104754,0.016922474850104754,0.016922474850104754,0.016922474850104754,0.016922474850104754}",{},270,0
